Id,Bone_Health_Calcium,VitA_Percentage,Saturated_Lipids,Energy_Content,Cholesterol_Level,Drink_Name,Iron_Concentration,VitC_Content,Sweetness_Index,Drink_Type,Salt_Level,Health_Category,Flavor_Variant,Fibre_Amount,Processed_Oil_Content,Carb_Count,Protein_Quantity,Stimulant_Caffeine,Heart_Risk_Index,Health_Rating,Fat_Content
1271,44%,25%,0.09371,26.8323,46.0,Brand 12,10.19%,44%,89.0, Masala Chai ,17,Low_Fat,Full Cream Buffalo Milk,0.101,1.2721,177,34.6,34,24.6259, Medium ,5.4414
1272,35%,25%,0.01229,23.797,29.0,Brand 26,0.11%,9%,57.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,1.096,0.6134,375,38.0,130,13.3011, Medium ,0.0
1273,110%,28%,0.01799,21.9596,11.0,Brand 7,20.47%,8%,84.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,1.394,3.8289,588,34.3,236,12.261, Medium ,61.472
1274,23%,0%,0.0237,14.3535,8.0,Brand 9,1.03%,5%,27.0, Masala Chai ,10,Vitamin_Rich,Elaichi Doodh,0.132,0.6737,85,3.0,43,6.5, Medium ,12.0061
1275,10%,7%,0.02302,20.534,0.0,Brand 27,0.11%,14%,46.0, Nimbu Pani & Shikanji ,12,Low_Fat,Malai Milk,0.101,1.2801,118,3.0,528,3.3381, Medium ,0.2607
1276,64%,24%,0.0904,24.7792,69.0,Brand 32,0.11%,9%,27.0, Masala Chai ,10,Low_Fat,Elaichi Doodh,3.93,0.5506,180,38.8,53,26.88, Medium ,5.6771
1277,45%,31%,0.09347,3.0454,9.0,Brand 22,1.13%,14%,29.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,3.064,1.5756,31,38.8,447,4.6238, High ,11.6632
1278,26%,34%,0.01965,23.1633,19.0,Brand 25,0.11%,7%,2.0, Masala Chai ,10,Low_Fat,Elaichi Doodh,0.101,0.0904,106,28.0,153,17.0183, Medium ,0.6847
1279,37%,36%,0.02579,12.2397,26.0,Brand 27,0.57%,7%,135.0, Light Buttermilk (Chaas) ,11,,Large Kulhad,0.101,0.5653,155,20.4,142,7.7285, Medium ,0.0
1280,82%,46%,0.01736,27.9895,13.0,Brand 7,0.11%,11%,66.0, South Indian Filter Coffee ,25,Vitamin_Rich,Malai Milk,1.442,1.9997,638,95.6,199,17.0381, Medium ,37.1343
1281,82%,35%,0.09582,29.2541,32.0,Brand 15,39.12%,12%,119.0, South Indian Filter Coffee ,12,Low_Fat,Malai Milk,3.567,2.4446,213,66.0,23,26.2005, High ,66.3125
1282,33%,25%,0.10691,22.8432,48.0,Brand 17,17.49%,8%,156.0, Cold Coffee ,10,Low_Fat,Badam Milk,0.101,0.6813,149,19.6,217,21.2372, Medium ,54.1782
1283,35%,30%,0.08705,25.0387,33.0,Brand 9,0.11%,5%,188.0, Light Buttermilk (Chaas) ,29,Low_Fat,Malai Milk,0.101,0.9211,950,28.5,162,19.0623, Medium ,7.6141
1284,64%,50%,0.15434,36.8342,42.0,Brand 3,9.86%,10%,89.0, South Indian Filter Coffee ,52,Vitamin_Rich,Elaichi Doodh,0.101,3.4084,450,103.3,282,34.6709, Medium ,43.6971
1285,26%,55%,0.03271,28.4419,37.0,Brand 14,23.06%,7%,127.0, Kadak Chai ,11,Low_Fat,Small Glass,2.454,1.2021,190,23.5,238,9.9846, Medium ,0.9884
1286,10%,37%,0.0252,26.8836,24.0,Brand 8,0.11%,6%,181.0, South Indian Filter Coffee ,17,Low_Fat,Kesar Doodh,4.653,0.8613,810,11.2,202,16.1006, Medium ,5.1586
1287,17%,29%,0.02069,22.9863,42.0,Brand 18,0.11%,67%,210.0, Lassi Blends ,11,Low_Fat,Malai Milk,0.101,1.0113,346,27.8,37,19.3864, Medium ,10.028
1288,75%,30%,0.08234,29.807,65.0,Brand 9,34.66%,12%,101.0, Nimbu Pani & Shikanji ,45,Vitamin_Rich,Elaichi Doodh,0.101,3.5553,398,71.2,251,32.2918, Medium ,46.4327
1289,77%,40%,0.09207,25.0177,7.0,Brand 9,0.78%,7%,41.0, South Indian Filter Coffee ,28,Vitamin_Rich,Malai Milk,0.101,2.1229,710,48.3,148,6.3993, Medium ,16.3366
1290,94%,51%,0.10751,28.296,26.0,Brand 9,0.11%,12%,119.0, Special Spiced Chai ,11,Vitamin_Rich,Malai Milk,0.101,2.5489,197,64.8,214,20.1367, Medium ,35.827
1291,45%,45%,0.02648,13.972,18.0,Brand 9,0.11%,5%,99.0, Nimbu Pani & Shikanji ,10,Vitamin_Rich,Full Cream Buffalo Milk,1.939,0.8165,310,14.1,164,17.5945, Medium ,19.8824
1292,186%,47%,0.01697,38.625,49.0,Brand 10,22.42%,10%,153.0, Masala Chai ,11,Vitamin_Rich,Saffron-Infused Milk,2.528,0.7578,537,100.6,261,33.8184, Medium ,12.1617
1293,46%,29%,0.09149,30.0714,85.0,Brand 27,33.17%,12%,51.0, Cold Coffee ,25,Vitamin_Rich,Malai Milk,1.187,3.7009,264,54.5,191,42.4371, High ,85.6294
1294,127%,49%,0.10045,30.269,84.0,Brand 17,0.11%,9%,156.0, Special Spiced Chai ,45,Low_Fat,Saffron-Infused Milk,0.101,1.226,1046,29.4,260,23.5404, Medium ,143.3042
1295,43%,42%,0.01175,25.2667,43.0,Brand 9,0.11%,45%,73.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,2.5404,188,46.0,203,25.8878, Medium ,34.6779
1296,119%,26%,0.02307,28.8833,18.0,Brand 6,0.11%,9%,17.0, South Indian Filter Coffee ,10,Vitamin_Rich,Extra Large Kulhad,0.101,0.7993,222,32.7,282,13.0202, Medium ,9.1707
1297,115%,50%,0.10005,28.7755,40.0,Brand 10,20.74%,7%,153.0, Masala Chai ,27,Vitamin_Rich,Malai Milk,0.101,3.3342,1084,51.5,115,26.5326, Medium ,47.7472
1298,58%,26%,0.01949,15.7667,57.0,Brand 9,46.71%,5%,205.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,3.678,4.2868,308,44.0,164,16.9895, Medium ,93.0363
1299,58%,29%,0.08721,24.15,53.0,Brand 15,5.0%,48%,76.0, Lassi Blends ,10,Vitamin_Rich,Kesar Doodh,0.101,1.629,418,41.8,20,27.784, Medium ,38.2469
1300,34%,32%,0.0131,20.2481,1.0,Brand 16,0.11%,5%,135.0, Light Buttermilk (Chaas) ,16,Low_Fat,Elaichi Doodh,0.619,0.4402,371,15.4,153,7.2647, Medium ,2.5944
1301,62%,34%,0.02802,21.2211,23.0,Brand 9,0.11%,5%,153.0, Masala Chai ,17,Vitamin_Rich,Saffron-Infused Milk,1.561,1.6431,355,22.1,149,10.5416, Medium ,38.654
1302,26%,47%,0.01732,8.4991,2.0,Brand 6,0.11%,11%,65.0, South Indian Filter Coffee ,12,Low_Fat,Rose Milk,0.101,0.4763,239,28.2,261,4.5713, Medium ,0.0
1303,29%,0%,0.01828,6.4463,8.0,Brand 18,0.11%,8%,2.0, South Indian Filter Coffee ,11,Low_Fat,Medium Glass,0.101,0.0,143,4.9,537,3.3381, Medium ,4.3491
1304,43%,27%,0.01424,30.1079,26.0,Brand 2,17.9%,5%,95.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,0.33,1.2231,140,22.8,138,18.3947, Medium ,52.5535
1305,55%,32%,0.02789,30.194,71.0,Brand 27,0.11%,9%,150.0, Special Spiced Chai ,17,Vitamin_Rich,Full Cream Buffalo Milk,0.101,0.8004,830,75.2,55,22.8497, Medium ,36.4029
1306,57%,27%,0.02568,26.1328,37.0,Brand 19,25.14%,5%,78.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,0.421,1.3357,122,38.3,239,19.458, Medium ,43.7927
1307,15%,3%,0.03194,17.958,17.0,Brand 3,1.57%,8%,73.0, Masala Chai ,11,Low_Fat,Small Glass,0.101,1.2757,29,23.2,460,8.7123, Medium ,7.9247
1308,59%,30%,0.02375,20.0238,29.0,Brand 29,19.34%,9%,68.0, Light Buttermilk (Chaas) ,10,Low_Fat,Elaichi Doodh,0.101,1.1719,158,16.9,148,20.7359, Medium ,5.4572
1309,50%,30%,0.08811,24.3359,42.0,Brand 16,0.11%,9%,82.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,0.101,3.1174,134,21.9,124,17.84, Medium ,82.4278
1310,24%,26%,0.02105,31.989,60.0,Brand 32,23.33%,78%,107.0, Nimbu Pani & Shikanji ,10,Low_Fat,Medium Glass,3.228,0.1814,254,34.7,27,16.4512, Medium ,0.0
1311,64%,2%,0.03553,18.8231,23.0,Brand 9,1.05%,10%,133.0, Cold Coffee ,11,Low_Fat,Large Kulhad,1.607,0.8533,96,36.0,520,8.422, Medium ,14.3882
1312,59%,48%,0.02925,28.6989,44.0,Brand 6,13.19%,12%,, Masala Chai ,18,Low_Fat,Malai Milk,0.101,0.9415,198,60.9,218,20.6137, Medium ,0.0
1313,15%,0%,0.02155,18.2146,8.0,Brand 1,12.43%,5%,94.0, Nimbu Pani & Shikanji ,12,Low_Fat,Medium Glass,0.101,0.0,241,3.0,225,6.3135, Medium ,0.0
1314,52%,27%,0.01139,26.3539,29.0,Brand 3,0.11%,5%,154.0, South Indian Filter Coffee ,10,Vitamin_Rich,Large Kulhad,0.832,1.126,238,42.1,143,12.5416, Medium ,33.623
1315,40%,60%,0.03883,18.6283,31.0,Brand 17,0.87%,5%,143.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,2.969,0.8167,288,28.8,148,6.9503, Medium ,0.6399
1316,129%,47%,0.02255,22.421,30.0,Brand 2,0.11%,10%,34.0, Masala Chai ,10,Low_Fat,Elaichi Doodh,2.174,1.0296,456,61.0,156,24.993, Medium ,2.8042
1317,68%,28%,0.0164,37.1354,66.0,Brand 17,25.22%,6%,164.0, Cold Coffee ,11,Vitamin_Rich,Malai Milk,6.35,1.3449,811,41.7,25,26.0829, Medium ,11.8307
1318,50%,31%,0.08917,28.8443,71.0,Brand 9,27.66%,9%,167.0, Cold Coffee ,21,Vitamin_Rich,Malai Milk,0.101,0.5978,778,23.2,147,27.5797, Medium ,18.5451
1319,67%,29%,0.02291,27.3726,46.0,Brand 16,0.74%,8%,229.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,1.4163,641,49.2,144,13.5808, Medium ,12.2029
1320,71%,1%,0.0345,29.8981,20.0,Brand 13,0.11%,8%,51.0, Lassi Blends ,10,Low_Fat,Saffron-Infused Milk,3.143,0.0,157,3.0,20,11.1325, Medium ,2.1687
1321,75%,0%,0.01209,20.802,10.0,Brand 13,0.11%,6%,27.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,0.101,0.386,177,24.7,40,3.3381, Medium ,1.5282
1322,79%,31%,0.02158,20.6501,18.0,Brand 16,41.41%,6%,72.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,0.101,2.909,538,55.0,136,3.6047, Medium ,16.4041
1323,95%,31%,0.08517,35.4184,50.0,Brand 2,24.61%,8%,127.0, Mango Shake ,23,Vitamin_Rich,Elaichi Doodh,2.737,3.7542,1011,56.0,220,28.4902, Medium ,64.9982
1324,113%,18%,0.03604,30.3392,26.0,Brand 15,0.11%,12%,60.0, Special Spiced Chai ,11,Low_Fat,Badam Milk,3.994,3.4586,138,41.6,127,4.5596, Medium ,8.3946
1325,58%,26%,0.02275,26.85,21.0,Brand 9,1.26%,9%,87.0, Masala Chai ,10,Low_Fat,Rose Milk,0.101,1.5785,167,40.6,50,27.6979, Medium ,4.4556
1326,65%,46%,0.02844,27.6348,35.0,Brand 11,0.71%,5%,127.0, Lassi Blends ,11,,Rose Milk,2.478,1.2524,159,26.6,145,12.3594, Medium ,57.7248
1327,35%,7%,0.02123,20.2021,10.0,Brand 25,0.25%,8%,30.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,0.4228,339,14.6,150,12.9128, Medium ,5.6136
1328,78%,47%,0.08644,33.9846,48.0,Brand 27,34.81%,99%,172.0, Special Spiced Chai ,38,Vitamin_Rich,Saffron-Infused Milk,372.295,3.7394,440,103.1,20,33.9761, High ,39.2753
1329,20%,1%,0.01218,30.4267,36.0,Brand 21,0.11%,11%,140.0, Nimbu Pani & Shikanji ,11,Low_Fat,Extra Large Kulhad,0.101,0.0,152,24.1,245,15.5579, Low ,8.0986
1330,10%,25%,0.07746,35.5582,41.0,Brand 9,1.76%,7%,15.0, Masala Chai ,11,Low_Fat,Large Kulhad,5.612,0.307,202,39.6,130,9.6726, Medium ,32.1082
1331,64%,30%,0.0258,21.9854,38.0,Brand 15,0.11%,13%,185.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,3.4987,570,92.6,141,16.4769, High ,32.1368
1332,64%,51%,0.0257,31.7764,18.0,Brand 11,0.42%,10%,75.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,0.101,0.4685,134,36.1,249,11.4103, Medium ,0.0
1333,74%,30%,0.01101,30.45,41.0,Brand 12,30.21%,10%,158.0, Cold Coffee ,11,Low_Fat,Badam Milk,1.448,1.6218,219,41.4,236,11.8015, Medium ,30.6139
1334,36%,40%,0.09434,31.0024,42.0,Brand 10,0.11%,65%,141.0, Cold Coffee ,10,Low_Fat,Elaichi Doodh,0.101,0.7005,356,86.7,26,19.2207, Medium ,7.8543
1335,38%,31%,0.09547,22.9175,54.0,Brand 17,2.61%,52%,32.0, Masala Chai ,52,Vitamin_Rich,Elaichi Doodh,0.101,2.6895,374,59.7,56,27.2544, Medium ,41.9991
1336,101%,40%,0.02559,22.8629,75.0,Brand 4,29.07%,7%,89.0, Masala Chai ,17,Vitamin_Rich,Elaichi Doodh,0.101,3.2879,567,134.7,55,22.6681, Medium ,63.4767
1337,44%,49%,0.02143,20.7501,16.0,Brand 21,12.67%,7%,73.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.101,1.1337,317,26.8,147,12.8483, Medium ,17.4958
1338,10%,44%,0.0254,29.2034,13.0,Brand 13,0.11%,12%,87.0, Cold Coffee ,10,Low_Fat,Elaichi Doodh,1.438,0.1814,542,23.4,227,14.9297, Medium ,0.0
1339,32%,7%,0.02278,15.9395,45.0,Brand 25,0.11%,10%,108.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,2.431,1.4863,144,16.1,229,15.6411, Medium ,4.5002
1340,18%,5%,0.02825,21.9273,15.0,Brand 31,2.18%,10%,57.0, Special Spiced Chai ,12,Low_Fat,Medium Glass,0.101,0.436,94,3.0,382,7.4554, Low ,0.0
1341,86%,27%,0.01626,29.7725,41.0,Brand 20,0.11%,5%,94.0, Cold Coffee ,10,Low_Fat,Full Cream Buffalo Milk,2.013,0.6525,307,9.2,20,24.8824, Medium ,0.2673
1342,67%,0%,0.03439,23.4691,13.0,Brand 25,0.11%,6%,46.0, South Indian Filter Coffee ,10,Low_Fat,Elaichi Doodh,0.101,0.0,192,10.1,226,8.8002, Medium ,0.0
1343,10%,0%,0.01601,5.8241,0.0,Brand 12,0.11%,9%,72.0, Nimbu Pani & Shikanji ,11,Low_Fat,Medium Glass,0.101,0.0,0,3.0,501,3.3381, Low ,0.0
1344,26%,26%,0.09726,27.6759,46.0,Brand 9,15.18%,6%,90.0, Cold Coffee ,12,Low_Fat,Extra Large Kulhad,0.101,3.569,327,34.8,208,21.7618, Medium ,39.3564
1345,44%,26%,0.02717,14.523,20.0,Brand 11,0.11%,8%,200.0, Cold Coffee ,10,Low_Fat,Saffron-Infused Milk,0.101,0.8823,457,57.8,149,19.1743, Medium ,8.4187
1346,14%,23%,0.09632,26.6894,69.0,Brand 33,1.44%,10%,200.0, Special Spiced Chai ,30,Low_Fat,Malai Milk,0.101,0.9923,230,8.0,60,30.2521, Medium ,14.7512
1347,91%,49%,0.09498,31.6331,69.0,Brand 32,30.9%,12%,126.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,2.387,1.4568,781,64.4,20,22.3297, Medium ,44.9934
1348,41%,37%,0.0315,9.3094,2.0,Brand 29,0.48%,10%,70.0, South Indian Filter Coffee ,18,Low_Fat,Saffron-Infused Milk,1.033,0.0115,262,10.2,267,9.428, Medium ,4.1593
1349,91%,43%,0.01101,34.1093,30.0,Brand 28,0.11%,6%,104.0, Masala Chai ,10,Vitamin_Rich,Extra Large Kulhad,0.101,1.3029,205,44.1,224,27.23, Medium ,3.8267
1350,44%,2%,0.02248,9.4502,10.0,Brand 17,0.11%,13%,8.0, South Indian Filter Coffee ,11,Low_Fat,Saffron-Infused Milk,2.207,0.0591,146,15.1,248,23.4497, Medium ,0.0
1351,64%,53%,0.0212,30.0357,34.0,Brand 2,0.11%,5%,65.0, Lassi Blends ,11,,Ek Chhoti Pyali,0.101,0.6682,521,39.1,46,18.9123, Medium ,36.5355
1352,91%,44%,0.11582,30.5356,31.0,Brand 4,16.7%,12%,126.0, South Indian Filter Coffee ,11,Vitamin_Rich,Rose Milk,0.101,3.7095,1104,40.5,183,22.1962, Medium ,41.2993
1353,16%,1%,0.02574,24.9176,25.0,Brand 13,0.11%,8%,94.0, Masala Chai ,12,Low_Fat,Malai Milk,0.101,0.9847,86,3.0,403,3.5469, Low ,12.3555
1354,38%,24%,0.10901,26.6593,14.0,Brand 19,0.11%,14%,67.0, Masala Chai ,10,Low_Fat,Extra Large Kulhad,0.101,1.3125,128,34.8,215,21.7252, Medium ,44.6247
1355,106%,50%,0.02427,24.5437,14.0,Brand 19,36.89%,9%,55.0, South Indian Filter Coffee ,12,Vitamin_Rich,Badam Milk,0.101,3.066,236,73.9,30,9.195, Medium ,4.5576
1356,77%,34%,0.03061,23.3981,21.0,Brand 2,0.11%,50%,31.0, Masala Chai ,10,Low_Fat,Badam Milk,0.101,0.886,294,40.4,20,9.9958, Medium ,2.4585
1357,42%,25%,0.01543,32.2325,62.0,Brand 32,26.25%,42%,170.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,283.27,0.6689,497,56.4,20,26.3724, Medium ,57.9024
1358,68%,33%,0.09187,27.3311,50.0,Brand 12,14.67%,60%,165.0, Masala Chai ,25,Vitamin_Rich,Malai Milk,3.717,1.5394,98,53.6,279,18.9588, Medium ,41.0201
1359,43%,36%,0.08037,20.1584,15.0,Brand 9,0.11%,11%,149.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.101,2.8429,247,34.2,129,16.7338, Medium ,93.3672
1360,110%,55%,0.09726,25.5892,26.0,Brand 3,0.11%,11%,123.0, South Indian Filter Coffee ,18,Low_Fat,Saffron-Infused Milk,15.081,1.0085,553,98.4,243,16.5836, Medium ,0.0
1361,101%,29%,0.08599,32.2462,63.0,Brand 6,0.11%,8%,190.0, South Indian Filter Coffee ,30,Vitamin_Rich,Full Cream Buffalo Milk,0.101,2.7774,222,47.2,263,28.4098, Medium ,56.8421
1362,24%,29%,0.01267,17.6429,28.0,Brand 17,0.48%,5%,14.0, South Indian Filter Coffee ,10,Low_Fat,Kesar Doodh,3.605,0.0922,346,11.5,148,15.6558, Medium ,11.2463
1363,10%,5%,0.01578,15.7198,1.0,Brand 6,0.11%,9%,106.0, South Indian Filter Coffee ,11,Low_Fat,Saffron-Infused Milk,4.642,0.8638,240,13.8,236,8.9576, Medium ,0.0
1364,10%,1%,0.01294,10.7271,0.0,Brand 1,0.11%,11%,2.0, Nimbu Pani & Shikanji ,10,Low_Fat,Extra Large Kulhad,0.634,0.0,0,3.0,486,3.3381, Medium ,3.3983
1365,23%,29%,0.03014,25.9021,70.0,Brand 2,17.82%,5%,150.0, South Indian Filter Coffee ,18,Low_Fat,Extra Large Kulhad,0.101,1.0221,528,19.8,282,26.2069, Medium ,1.2566
1366,17%,29%,0.01386,32.8743,26.0,Brand 20,26.11%,10%,34.0, Kadak Chai ,11,Low_Fat,Rose Milk,3.68,0.0,714,23.6,206,24.7935, Medium ,31.3616
1367,153%,34%,0.10151,34.767,41.0,Brand 32,21.9%,11%,77.0, Masala Chai ,11,Vitamin_Rich,Malai Milk,0.816,1.2916,740,52.6,28,33.5239, Medium ,13.5443
1368,69%,35%,0.01934,9.0865,19.0,Brand 33,0.75%,9%,22.0, South Indian Filter Coffee ,11,Low_Fat,Extra Large Kulhad,0.101,0.0,62,9.1,221,5.69, Medium ,0.8449
1369,10%,0%,0.03189,10.0425,30.0,Brand 13,0.11%,11%,2.0, Special Spiced Chai ,10,Low_Fat,Large Kulhad,0.101,0.0282,0,9.6,136,9.1218, Medium ,1.5938
1370,10%,26%,0.03077,15.9735,34.0,Brand 32,0.11%,10%,12.0, Masala Chai ,11,Low_Fat,Large Kulhad,0.101,0.0,0,3.0,38,5.9293, Medium ,5.8855
1371,10%,6%,0.01101,8.656,31.0,Brand 12,0.11%,85%,5.0, Nimbu Pani & Shikanji ,12,Low_Fat,Elaichi Doodh,0.181,0.0,0,3.0,48,7.114, Medium ,0.0
1372,73%,47%,0.0803,36.7479,75.0,Brand 11,37.49%,13%,25.0, Cold Coffee ,11,Vitamin_Rich,Malai Milk,5.792,4.3061,552,77.4,37,37.6141, High ,66.6663
1373,41%,30%,0.15473,24.2356,16.0,Brand 32,39.67%,14%,65.0, Masala Chai ,11,Vitamin_Rich,Kesar Doodh,0.101,0.8444,559,48.0,24,27.544, High ,40.8684
1374,89%,32%,0.03651,29.7962,65.0,Brand 19,28.47%,7%,106.0, Nimbu Pani & Shikanji ,12,Low_Fat,Badam Milk,0.101,0.9514,92,46.5,59,19.5307, Medium ,48.3239
1375,77%,55%,0.02184,21.6165,16.0,Brand 2,0.11%,62%,73.0, South Indian Filter Coffee ,16,Low_Fat,Elaichi Doodh,2.588,0.6752,420,66.5,22,7.4502, Medium ,12.2483
1376,47%,28%,0.01101,23.1884,42.0,Brand 13,16.72%,8%,71.0, Cold Coffee ,12,Low_Fat,Badam Milk,1.337,1.3088,295,43.9,138,13.5079, Medium ,7.6636
1377,30%,37%,0.02649,32.5569,46.0,Brand 19,31.24%,5%,154.0, Special Spiced Chai ,10,Vitamin_Rich,Malai Milk,2.977,3.4878,766,35.9,57,35.8766, Medium ,62.5461
1378,28%,34%,0.03297,18.1196,22.0,Brand 25,0.11%,5%,190.0, Special Spiced Chai ,11,Low_Fat,Rose Milk,0.101,0.8868,172,24.8,151,4.891, Medium ,4.2939
1379,59%,10%,0.02439,16.4271,4.0,Brand 9,0.3%,5%,2.0, South Indian Filter Coffee ,10,Low_Fat,Medium Glass,0.101,0.4177,58,34.5,215,3.6825, Medium ,0.0
1380,53%,26%,0.08539,27.185,55.0,Brand 31,0.11%,12%,66.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.742,0.9601,180,80.4,44,8.0674, Low ,7.8207
1381,46%,33%,0.03443,27.1388,25.0,Brand 33,17.99%,9%,95.0, Nimbu Pani & Shikanji ,11,Low_Fat,Badam Milk,5.79,1.2369,67,29.5,293,3.3381, Medium ,5.839
1382,73%,55%,0.02456,26.945,31.0,Brand 6,0.11%,10%,44.0, South Indian Filter Coffee ,46,Low_Fat,Kesar Doodh,0.101,0.3749,578,103.4,252,21.5331, Medium ,0.6118
1383,38%,29%,0.03212,28.9639,49.0,Brand 24,29.96%,9%,205.0, Special Spiced Chai ,16,Vitamin_Rich,Malai Milk,0.101,4.3713,707,36.9,130,20.2596, Medium ,59.9284
1384,49%,30%,0.01426,31.2434,44.0,Brand 25,34.92%,55%,119.0, Nimbu Pani & Shikanji ,10,Low_Fat,Kesar Doodh,6.495,0.7876,122,30.3,69,31.8846, High ,6.18
1385,39%,26%,0.08638,36.6801,61.0,Brand 14,0.11%,5%,55.0, Cold Coffee ,11,Vitamin_Rich,Full Cream Buffalo Milk,0.101,1.1685,331,17.0,220,21.0717, Medium ,77.7801
1386,58%,0%,0.01277,18.7893,0.0,Brand 23,0.11%,6%,2.0, Cold Coffee ,10,Low_Fat,Elaichi Doodh,0.101,0.4237,415,14.1,261,11.1658, Medium ,8.5851
1387,91%,35%,0.09024,29.4425,36.0,Brand 9,25.84%,9%,152.0, South Indian Filter Coffee ,25,Vitamin_Rich,Malai Milk,0.101,3.4788,333,38.8,144,24.7488, Medium ,257.6497
1388,43%,24%,0.10205,22.3587,15.0,Brand 15,0.11%,6%,2.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,0.101,1.4215,68,22.4,138,8.3022, Medium ,20.6354
1389,80%,61%,0.0207,30.7797,22.0,Brand 7,0.11%,10%,85.0, Masala Chai ,11,Low_Fat,Small Glass,0.101,0.606,151,99.2,246,10.4541, Medium ,0.0
1390,20%,28%,0.03051,21.7069,38.0,Brand 17,0.11%,74%,62.0, Masala Chai ,11,Low_Fat,Badam Milk,0.101,0.9046,87,17.0,20,14.8199, Medium ,2.1406
1391,38%,6%,0.01934,17.3652,13.0,Brand 7,0.11%,9%,52.0, South Indian Filter Coffee ,10,Low_Fat,Elaichi Doodh,0.101,0.9479,171,27.9,162,9.005, Medium ,5.2816
1392,135%,57%,0.03825,28.5089,71.0,Brand 19,2.43%,10%,22.0, Masala Chai ,11,Vitamin_Rich,Saffron-Infused Milk,0.101,1.1386,438,44.7,240,31.4029, Medium ,10.1407
1393,13%,0%,0.0295,9.092,23.0,Brand 1,0.11%,9%,46.0, Nimbu Pani & Shikanji ,11,Low_Fat,Malai Milk,1.271,0.0,151,7.9,252,22.0988, Medium ,0.0
1394,111%,47%,0.02368,26.0586,25.0,Brand 12,0.38%,14%,143.0, South Indian Filter Coffee ,19,Vitamin_Rich,Malai Milk,3.658,1.1424,289,52.6,275,16.9924, Medium ,68.7666
1395,80%,30%,0.07689,37.7855,75.0,Brand 25,23.45%,71%,190.0, Nimbu Pani & Shikanji ,16,Low_Fat,Kesar Doodh,0.101,0.0,715,143.0,59,34.7297, High ,62.0665
1396,24%,4%,0.01612,18.3755,0.0,Brand 19,0.11%,11%,2.0, Kadak Chai ,10,Low_Fat,Large Kulhad,0.101,0.2187,67,31.2,51,6.9285, Medium ,2.3602
1397,19%,29%,0.10172,23.692,56.0,Brand 25,43.14%,7%,128.0, Cold Coffee ,10,Vitamin_Rich,Malai Milk,2.074,4.2886,693,41.0,180,36.6552, Medium ,44.9296
1398,66%,34%,0.09872,30.363,66.0,Brand 32,41.15%,9%,108.0, Special Spiced Chai ,17,Vitamin_Rich,Malai Milk,0.426,3.5621,348,86.0,65,28.54, Medium ,0.0
1399,45%,12%,0.02089,20.3237,43.0,Brand 19,0.11%,10%,29.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,0.8006,0,24.2,116,11.0124, Medium ,5.6255
1400,59%,28%,0.09709,28.9909,63.0,Brand 32,21.01%,12%,108.0, Special Spiced Chai ,10,Vitamin_Rich,Badam Milk,0.101,0.5898,176,57.9,36,21.2272, Medium ,45.1899
1401,124%,53%,0.23771,26.2024,34.0,Brand 16,0.11%,10%,154.0, Masala Chai ,26,Vitamin_Rich,Malai Milk,0.101,3.2648,410,51.4,138,15.4187, Medium ,0.0
1402,41%,25%,0.08387,32.945,45.0,Brand 32,0.11%,8%,56.0, Cold Coffee ,10,Vitamin_Rich,Malai Milk,2.847,1.0685,157,26.4,21,26.603, Medium ,90.3325
1403,50%,34%,0.01287,28.1155,31.0,Brand 22,20.42%,16%,125.0, South Indian Filter Coffee ,11,Low_Fat,Saffron-Infused Milk,0.73,3.5603,573,48.1,270,13.873, Medium ,20.3597
1404,10%,9%,0.02598,7.928,8.0,Brand 5,0.11%,6%,127.0, Nimbu Pani & Shikanji ,10,Low_Fat,Kesar Doodh,0.101,0.0,14,3.0,236,12.1334, Medium ,0.0
1405,110%,52%,0.17711,38.1788,45.0,Brand 9,48.34%,17%,43.0, South Indian Filter Coffee ,48,Vitamin_Rich,Malai Milk,3.953,2.425,644,128.6,272,43.9954, High ,79.7617
